,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
514,202203,분당선,수원시청,136,3,3302,1175,10502,5923,27873,13082,27199,41768,13295,25511,10355,14627,13057,11798,14832,15182,14149,16950,13879,13296,16389,14431,22096,18018,25080,29356,35945,41715,17916,30038,15132,17494,16068,12034,15503,11257,9241,7572,107,892,0,0,0,0,0,0,20220403
515,202203,분당선,신갈,16,0,2403,255,7236,1126,16621,2149,16947,5884,8764,2931,6455,2615,5895,3035,5523,4105,5462,4737,4997,4867,4979,5760,5593,6249,4829,10021,4451,15490,2012,12997,1369,7884,1239,6032,982,6876,427,4174,9,207,0,0,0,0,0,0,20220403
516,202203,분당선,압구정로데오,44,1,1006,849,2931,11280,4570,22646,6769,63671,6014,95153,7519,47241,10833,34265,14558,30982,17281,31802,22335,28972,29152,27556,38998,29544,52034,32335,78182,37515,60210,19695,49503,6977,37153,4201,31099,3467,13532,2268,114,374,0,0,0,0,0,0,20220403
517,202203,분당선,야탑,77,0,6303,2544,16657,12445,46995,35222,55333,86285,37212,46939,29111,30501,30690,26597,32306,31254,30472,34352,32236,31315,36897,33957,41100,36030,57194,47644,79575,63320,34432,48167,25365,29622,22168,22496,15671,22370,5902,13898,67,1179,0,0,0,0,0,0,20220403
518,202203,분당선,영통,33,0,1825,1060,6796,3223,15249,7822,19015,21077,8966,14644,7621,8847,8690,8001,9743,10384,10346,10321,9517,10770,10908,10694,13764,12371,19093,20484,21587,23331,11377,16866,10165,10128,10720,9224,11518,9193,4898,5641,97,401,0,0,0,0,0,0,20220403
519,202203,분당선,오리,589,2,3514,533,11815,6712,27448,12513,30498,29908,18446,15260,13285,8680,13455,8977,14202,10534,13932,9955,13538,10768,14390,11394,16448,12461,22779,16463,29879,21714,12189,19451,9290,12013,8287,9815,5351,9334,1937,6247,54,1015,1,1,0,0,0,0,20220403
520,202203,분당선,이매,54,2,2224,768,5154,3820,12459,8984,13776,15181,8891,6593,6635,4713,6804,4971,6873,5777,7071,6008,6806,6000,7235,6870,10697,7862,15544,10533,12748,13116,5719,10477,3787,6492,4514,5717,3835,6426,784,3876,26,415,0,0,0,0,0,0,20220403
521,202203,분당선,정자,280,14,2771,897,8662,9880,23506,31759,28860,64245,19316,35056,13594,17486,15382,14363,16565,14908,16863,17016,17891,16066,19835,16696,23661,22058,42610,31917,50477,41649,27203,30887,20488,17833,23420,14873,20759,14529,8496,8648,607,1609,0,0,0,0,0,0,20220403
522,202203,분당선,죽전,1279,8,4087,675,12212,6816,35899,14436,33612,25116,19162,24348,14275,18475,14019,16764,17172,18785,16963,18256,16993,18558,19039,19017,23235,21579,28213,28504,28790,40447,18099,35509,21632,20948,11318,17581,8559,17261,2854,13436,4,5325,0,0,0,0,0,0,20220403
523,202203,분당선,청명,10,0,2122,692,5826,2033,15990,5051,15764,8687,7620,3250,4471,2612,4345,2574,4327,3171,4430,3608,3791,4139,4744,4539,5658,5829,7062,9683,7671,13271,3276,10938,2153,6746,1720,6188,1847,5459,556,3506,11,315,0,0,0,0,0,0,20220403
524,202203,분당선,태평,182,3,13694,1360,18701,4893,38395,7217,56448,15991,36384,11047,20714,10135,16609,11619,17476,12889,17517,13946,15592,15565,14804,21283,15337,24937,17452,31149,16683,42378,9284,30764,7006,22270,5088,23874,3935,18345,1484,11813,19,388,0,0,0,0,0,0,20220403
525,202203,분당선,한티,84,29,1926,1024,6129,8327,19022,26280,22479,45247,14135,37344,11459,21475,13297,16683,17175,19860,16932,24739,16867,17644,20284,17747,24160,22851,34906,30123,40237,31698,24254,21390,27191,11362,21372,10362,26915,9738,3542,5366,60,303,2,0,0,0,0,0,20220403
526,202203,수인선,고색,327,1,2105,349,7095,1987,14615,14393,12665,25346,8000,3616,3449,2246,3727,2549,3911,2735,3751,2814,3424,3084,3641,3186,4875,4989,11731,6938,19114,9126,4974,11186,6741,11346,6739,4374,1757,3998,667,3305,12,1638,0,0,0,0,0,0,20220403
527,202203,수인선,남동인더스파크,0,0,430,703,927,3361,1271,15520,1819,19540,1238,3210,1242,1437,1654,1434,1764,1457,1690,1386,2211,1243,2593,1116,3500,1230,11809,1437,11003,1298,4140,2038,4000,1187,1854,603,444,439,150,368,0,33,0,0,0,0,0,0,20220403
528,202203,수인선,달월,0,0,1,23,43,120,97,104,115,313,99,83,57,142,74,80,63,92,77,113,112,85,127,67,228,84,317,99,817,122,145,35,60,34,71,42,16,18,20,30,2,8,0,0,0,0,0,0,20220403
529,202203,수인선,사리,0,0,3206,185,8965,1272,21381,2986,18535,4084,9293,2229,6666,2253,5763,2284,5962,3188,5878,4057,4546,3883,4250,5260,5111,7215,5555,9790,5417,18326,3339,12443,2114,7129,1640,7939,1575,6551,573,5076,18,494,0,0,0,0,0,0,20220403
530,202203,수인선,소래포구,2,0,2381,421,5626,2055,15116,3353,12009,6076,6199,5160,5233,5369,6082,9268,6998,11816,8145,9614,10371,8896,11632,7659,11310,8642,9263,9162,7612,12288,4822,8488,3643,5378,3296,5094,2630,4138,1333,3308,15,595,0,0,0,0,0,0,20220403
531,202203,수인선,송도,2,0,1647,390,4154,973,8342,2411,8674,3093,3727,2032,3444,2181,3436,2548,3872,2985,3808,2723,3158,2938,3577,3899,3751,4697,3595,6081,3240,7889,1834,4915,1141,2826,1071,3057,800,2295,353,1671,6,443,0,0,0,0,0,0,20220403
532,202203,수인선,숭의,7,0,2982,690,5467,3216,12813,7031,10044,10255,5401,4573,4848,3360,5408,3020,5160,4000,4739,4650,4694,4351,5712,3993,6661,5670,8467,7660,7938,9791,3412,6224,2131,4242,1822,4704,1432,2997,739,2112,5,477,0,0,0,0,0,0,20220403
533,202203,수인선,신포,3,0,1220,226,1464,744,2954,3583,2821,7702,1849,2755,1539,2349,1850,2129,2154,2483,2366,2820,2602,2541,3432,2791,4295,3013,4491,3017,5944,4063,2490,2087,2003,1266,1660,1324,1234,1040,483,543,1,122,0,0,0,0,0,0,20220403
534,202203,수인선,야목,0,0,166,2,414,397,1142,601,1136,570,679,234,518,365,566,275,518,389,544,293,461,304,475,381,640,494,735,577,739,850,313,560,226,249,111,365,103,287,50,205,0,26,0,0,0,0,0,0,20220403
535,202203,수인선,어천,1,0,232,2,621,930,1032,1651,1460,1862,1137,879,1068,784,1058,719,1143,867,1100,954,780,972,1192,949,1328,1345,1958,1334,2576,1971,965,1381,593,724,302,771,197,732,93,450,5,52,0,0,0,0,0,0,20220403
536,202203,수인선,연수,0,0,2418,647,5958,1973,14757,4230,12269,10030,6004,5812,5143,5102,5657,4328,6181,5398,6305,5928,6105,5580,6083,6585,7067,8522,7914,11493,9806,15155,4756,9187,3973,6246,4323,5909,3502,3671,2348,2716,21,698,0,0,0,0,0,0,20220403
537,202203,수인선,오목천,5,1,611,24,3615,2424,8600,3486,9763,8548,5035,4487,3762,3271,3972,2646,4917,3415,4329,4246,3561,2989,4937,3426,7161,5166,8386,5446,6697,9488,3197,5653,1774,3165,1624,3066,1198,4030,448,2564,4,236,0,0,0,0,0,0,20220403
538,202203,수인선,원인재,31,0,2846,655,6206,2043,13277,4783,14286,7491,7851,4226,6137,4058,6058,4381,6255,5288,6319,5629,5695,5480,5479,6972,5594,8482,6279,10586,6751,15197,4033,10626,3810,6925,2880,6548,2257,5617,1521,4653,7,451,0,0,0,0,0,0,20220403
539,202203,수인선,월곶,1,0,1223,362,4226,1215,9817,1808,10139,2780,4745,2350,3239,2719,3123,3336,3558,3476,3336,3138,3090,3037,3354,3704,3750,5007,4112,6352,4804,8850,2508,5370,1975,3722,1666,3415,1244,2953,569,1695,3,219,0,0,0,0,0,0,20220403
540,202203,수인선,인천,67,3,657,249,904,1088,2224,2709,1741,4081,1131,1581,1199,1675,1312,2679,1556,3347,1648,2961,1804,2983,1964,3626,3024,3125,2932,2742,2135,3669,1225,2393,926,1751,789,1651,471,1405,83,851,2,241,0,0,0,0,0,0,20220403
541,202203,수인선,인천논현,4,0,2110,596,5564,4139,14648,8931,12280,12907,6719,7727,6387,5906,6691,5914,7285,6621,6833,7236,6810,7708,7544,8149,8188,10479,11103,13213,12103,17589,6896,10801,5967,6910,5811,5635,4137,4484,1948,3169,8,599,0,0,0,0,0,0,20220403
542,202203,수인선,인하대,28,0,2660,525,9003,2334,21861,4184,16080,13166,7767,6797,7063,8886,7627,6875,9048,7952,8336,7896,8555,8012,9816,8118,13132,10264,11377,15220,11425,20464,6113,11434,5138,8252,4755,7795,4557,5481,2629,4106,49,960,0,0,0,0,0,0,20220403
543,202203,수인선,호구포,6,0,1715,800,3018,4200,7011,18129,7566,21564,4296,3942,3515,2606,3984,3067,4257,3095,4163,3431,4382,3436,4695,3630,5393,4508,13203,5861,15343,7286,5001,5955,6078,4079,3926,3156,1825,2628,952,2217,3,409,0,0,0,0,0,0,20220403
544,202203,안산선,고잔,164,4,4397,790,12843,4211,28257,11430,20513,25237,12270,12181,10637,8358,11027,7395,10747,8358,9753,10068,9765,9248,11813,9307,12870,9818,18183,15161,20552,22537,7470,17409,5906,10615,5901,9878,4200,8027,1796,6950,65,1554,0,0,0,0,0,0,20220403
545,202203,안산선,대야미,4,1,2422,882,6688,2842,16919,4615,18657,7580,9079,3737,6618,4259,6165,4482,6399,4714,6409,4418,6163,5110,6322,6889,7145,7843,7660,9159,9154,14262,4187,11269,2968,7263,2292,6182,1313,5680,533,3823,33,470,0,0,0,0,0,0,20220403
546,202203,안산선,반월,7,0,2973,884,6516,2120,16109,4211,14814,6726,8713,3166,6367,2841,5691,3520,5549,4214,5532,4552,4872,4921,4417,6189,6593,7703,6311,8788,6941,13975,3181,10246,2259,7409,1461,6109,1075,5274,480,3282,62,294,0,0,0,0,0,0,20220403
547,202203,안산선,산본,457,2,7284,1736,19385,5252,49467,12372,46880,27339,22539,19162,18542,16769,19225,15842,20782,18406,19679,21282,18358,21172,20024,21730,21892,26926,23364,35846,26879,56835,16868,48042,13847,25439,13466,20464,10931,16337,3788,11339,47,1351,0,0,0,0,0,0,20220403
548,202203,안산선,상록수,321,17,12327,2441,28622,6887,63902,12357,58107,19152,29890,15594,21025,12901,19184,12369,21482,13537,19796,16592,16695,16255,17589,17879,20855,25712,24842,35694,20141,60519,12151,49205,8979,32274,8320,29157,5609,22400,2459,15705,115,2223,1,0,0,0,0,0,20220403
549,202203,안산선,수리산,7,0,2981,475,8200,1654,17217,4219,16294,6814,8348,2874,5722,3426,5513,3189,5538,3144,5507,3184,4488,3383,4878,4282,4485,5403,4527,7054,4983,11144,2486,9481,1723,5671,1225,4617,812,4446,289,2877,7,378,0,0,0,0,0,0,20220403
550,202203,안산선,신길온천,4,1,1735,47,3050,1361,6517,3202,5166,2607,2844,1274,2423,1275,2079,1385,2253,1539,2094,1463,1773,1758,1989,2103,2278,2453,3277,3667,3285,5039,1705,3892,1043,2773,711,2186,366,1756,133,1599,7,299,0,0,0,0,0,0,20220403
551,202203,안산선,안산,1073,5,9349,1557,11053,15119,19458,38735,19512,31354,14736,12734,11411,10318,11824,10581,12908,11273,13031,11628,13834,11524,14791,12278,18634,13804,38693,19921,41867,22631,19512,17287,16946,12396,9474,10989,3672,7849,1235,5127,48,1730,0,0,0,0,0,0,20220403
552,202203,안산선,오이도,147,0,5526,220,13264,6075,29754,11779,22458,13669,12982,7002,9518,6540,9418,8095,10172,9615,9344,9718,8606,9968,10077,11388,13152,12821,16437,17453,16077,24828,9129,20347,6998,13135,6277,10769,3742,9189,1146,7486,2,2349,0,0,0,0,0,0,20220403
553,202203,안산선,정왕,164,2,5858,266,9054,11679,17594,23695,13599,35329,9062,24306,9375,15501,10272,11139,13052,12623,13652,12119,12547,11204,16653,10161,23382,10122,29827,15086,32356,19404,14607,14120,10605,10942,7618,9006,4187,7628,1273,5594,13,1069,0,0,0,0,0,0,20220403
554,202203,안산선,중앙,151,7,7748,906,25214,8069,53063,13664,42207,33503,22620,26467,18401,16129,20486,16998,22948,21679,21150,24300,20138,23616,22270,24104,27499,29273,32163,41764,34455,62196,22419,49945,20258,26731,20661,23382,18871,18337,9721,13963,198,2949,1,0,0,0,0,0,20220403
555,202203,안산선,초지,141,1,2760,426,8776,3621,19847,8947,14634,10534,7373,7836,5452,5195,5410,3643,5862,4701,5257,6247,4309,4374,5500,4926,6893,5782,9113,9114,9580,14865,4323,13211,3041,8247,2511,6964,1426,6062,449,4393,18,1130,0,0,0,0,0,0,20220403
556,202203,안산선,한대앞,72,5,6542,873,15267,3602,30022,7772,24319,25043,14868,15597,12413,15750,12705,9320,14115,12799,13340,11633,13074,11428,13717,11526,18792,15373,20999,20446,17612,30236,9743,22504,8083,14949,7422,12594,6284,10985,2334,7654,55,1460,0,0,0,0,0,0,20220403
557,202203,우이신설선,4.19민주묘지,0,0,1083,220,2968,581,7678,1470,8431,7920,5174,4121,4616,6039,4717,6318,6019,5844,6298,5039,6228,5328,7127,4836,7977,4873,7275,5421,5700,6639,2796,6732,1974,3982,1469,3438,886,3014,285,2136,1,40,0,0,0,0,0,0,20220403
558,202203,우이신설선,가오리,10,0,2216,264,5152,1316,15504,2509,15453,4747,9399,3448,6591,3531,5931,4186,6364,4691,6480,5011,5415,5304,4917,6807,4994,8196,5158,8464,3857,12853,2613,11658,1692,6260,1188,5594,955,4677,346,3131,0,1,0,0,0,0,0,0,20220403
559,202203,우이신설선,보문,0,0,462,153,707,1072,1888,3315,3058,4752,2531,3048,1893,1828,1999,1781,2367,1832,2260,2122,2104,2013,2465,2175,3227,2287,3127,2642,3926,3137,2096,1930,1463,1425,1370,1299,1253,1115,506,899,0,16,0,0,0,0,0,0,20220403
560,202203,우이신설선,북한산보국문,2,0,1799,565,6288,2019,18042,4475,21087,7976,13738,5502,9430,4937,8664,4665,9291,5973,9207,6315,8151,6553,8177,8120,9265,10032,9549,12646,8835,18350,4915,15679,3413,10096,2741,9125,2090,8362,932,5372,0,1,0,0,0,0,0,0,20220403
561,202203,우이신설선,북한산우이,24,0,1158,393,2417,1383,7940,2400,8254,5267,4705,6486,3697,6789,4124,5478,4868,5021,5611,4508,5843,3981,6629,3843,6280,3519,5311,3792,3839,5106,2349,4508,1463,2977,1150,2656,688,2325,263,1378,0,211,0,0,0,0,0,0,20220403
562,202203,우이신설선,삼양,2,0,834,278,2454,1051,6136,1139,6524,3213,4402,2374,3289,2274,3129,2209,3467,2609,3541,2941,3062,3129,2874,4375,3041,4566,2608,4496,2298,5631,1473,4674,1039,3043,666,2673,495,2055,205,1375,0,0,0,0,0,0,0,0,20220403
563,202203,우이신설선,삼양사거리,5,0,1076,295,2488,834,6694,1828,7725,4255,5084,2834,4169,2711,3854,2784,4413,3201,4418,3658,3621,3961,3409,4664,3338,5195,3232,5331,3087,6796,2434,5626,1500,3006,1160,2642,838,2000,292,1492,0,1,0,0,0,0,0,0,20220403
564,202203,우이신설선,성신여대입구(돈암),0,0,734,317,1069,1149,3024,3816,6086,8121,3738,6077,3651,5470,4221,5502,5070,5904,4812,6549,4977,6471,5655,6541,6368,7042,6933,8614,7910,10610,5611,6216,5082,3266,6100,2310,5426,1789,2162,1417,0,2,0,0,0,0,0,0,20220403
565,202203,우이신설선,솔밭공원,5,2,1372,261,3510,897,8976,1439,9076,2580,5738,1964,4134,2238,3659,2389,3650,3071,3370,3440,3356,3448,3422,3562,3197,4139,2503,4944,2229,6776,1421,6413,819,4095,619,3238,524,2573,250,1865,0,93,0,0,0,0,0,0,20220403
566,202203,우이신설선,솔샘,6,0,2814,262,8742,1371,25874,3060,24947,4304,13062,2780,8647,2960,7552,3385,8016,4362,7114,4825,6061,5332,5763,7320,6004,9390,5039,12313,4310,21066,2655,18583,1869,9924,1356,9104,1201,8017,387,4813,0,0,0,0,0,0,0,0,20220403
567,202203,우이신설선,신설동,65,0,744,679,845,2130,1304,4825,2002,10897,1501,6999,1706,4127,2171,2960,2663,2790,2468,3260,3073,2334,4178,1887,5065,1962,6391,1863,8860,1822,4095,1050,2600,818,2381,696,1766,733,656,628,0,135,0,0,0,0,0,0,20220403
568,202203,우이신설선,정릉,2,0,2001,417,4639,1869,13438,3095,15718,5965,10848,3746,7766,3402,7454,3682,7485,4830,6959,4673,6103,5454,5954,6874,6363,8104,6758,9897,7002,14129,3831,11149,2317,6440,1951,5740,1454,4604,617,2758,0,0,0,0,0,0,0,0,20220403
569,202203,우이신설선,화계,0,0,1920,601,3689,1356,11686,2020,13097,4367,7278,3368,5432,3409,4974,3301,5546,3915,5178,4249,4592,4202,4432,5134,4457,6119,4117,6331,3485,9327,2813,8817,1413,4745,1122,4024,783,3638,302,2275,0,0,0,0,0,0,0,0,20220403
570,202203,일산선,대곡,1,0,722,243,2938,1116,8114,1688,7122,3174,3076,1735,2284,1518,2102,1363,2219,1699,2267,1617,2022,1598,2198,1880,2510,2213,3673,2608,4284,5867,1751,4163,946,2181,1024,2242,611,1860,415,2238,0,59,0,0,0,0,0,0,20220403
571,202203,일산선,대화,94,3,5868,1108,22167,4494,50321,11660,38042,16712,22620,11409,17129,9128,16161,8993,15277,10930,14466,12563,13862,11689,14824,14044,15142,15535,17855,18931,17143,26709,8765,27663,7105,17669,6070,14564,3850,12923,958,7011,16,2696,1,1,0,0,0,0,20220403
572,202203,일산선,마두,25,0,2438,1320,8326,3701,14727,7403,14070,20000,9908,13358,9617,9399,10543,9157,10771,8388,10905,11574,11336,10584,12484,10166,12099,10257,14016,12391,15676,15901,6873,14656,4996,8064,4878,6282,4155,5724,700,4331,1,2,0,0,0,0,0,0,20220403
573,202203,일산선,백석,78,1,3876,2112,8842,5022,18979,10734,20990,25584,13768,12913,12503,11026,13607,10528,13543,11914,13123,13614,13602,12853,15864,13303,15882,15374,19938,17455,22097,22072,10966,21310,8427,12205,8299,9534,5987,7819,2096,6021,1,7,0,0,0,0,0,0,20220403
574,202203,일산선,삼송,587,8,6971,1305,27777,7850,72733,14305,69776,26130,35751,16812,25889,14004,23617,16292,24022,20304,22730,21841,20304,21529,21197,26563,24438,31371,27408,39219,27670,65169,16276,54436,12402,33207,10691,26566,11901,23790,2194,10719,4,387,0,0,0,0,0,0,20220403
575,202203,일산선,원당,185,2,7597,890,17215,4973,39496,7363,40768,12718,22669,8537,16429,8033,14953,9190,16229,10651,15470,11022,12839,12602,12454,14775,13389,18333,14773,23697,14320,32454,7181,30930,4932,18538,3818,16574,2599,14925,691,8406,1,17,0,0,0,0,0,0,20220403
576,202203,일산선,원흥,181,9,5467,653,13580,4097,36470,6069,37587,15353,20443,9783,14426,7968,13386,7932,13817,9239,13432,11013,11544,10893,11110,12929,12247,14915,13412,21876,16517,30948,7506,30052,5786,16345,5498,14618,3808,13708,1469,8351,9,169,1,1,0,0,0,0,20220403
577,202203,일산선,정발산,47,1,1557,803,4567,2999,8429,5105,8965,19661,6661,17416,6637,11822,8186,10452,8678,11052,10244,13373,11201,12406,12511,11841,14608,11670,18432,12590,22401,16173,11110,11767,11493,6151,8741,4382,6938,3641,2617,2805,0,40,0,0,0,0,0,0,20220403
578,202203,일산선,주엽,104,1,4660,1121,13240,2765,25523,6650,22553,14064,14663,10871,12580,9406,13180,9876,13145,10515,12887,12146,11549,12174,13103,13804,13468,15307,12169,17244,12270,23009,6534,21416,5980,12904,4748,9924,3640,8359,683,6336,3,222,0,0,0,0,0,0,20220403
579,202203,일산선,지축,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20220403
580,202203,일산선,화정,99,1,9174,1280,22177,5655,47558,11191,49056,28774,27748,17479,22769,16017,22308,17815,23881,19261,22922,22680,21148,21930,21983,28017,23506,29482,27256,38039,26437,53080,14086,41461,12032,25869,11182,21638,9361,20024,3769,10983,0,18,0,0,0,0,0,0,20220403
581,202203,장항선,배방,56,1,752,143,1381,575,3078,1225,2883,1862,2083,1361,1601,1117,1721,1466,1784,1635,1820,1736,1884,1308,1632,1609,1761,2412,1975,3341,2422,2835,1311,2436,781,1742,684,1416,722,1162,353,750,41,282,0,0,0,0,0,0,20220403
582,202203,장항선,봉명,21,0,910,269,1370,490,2109,3058,2217,3481,1798,3137,2455,1817,2329,1213,2008,1336,1737,1828,1874,1592,1954,1507,2796,1244,2842,2267,1583,1861,810,1402,702,903,508,925,441,876,431,541,0,82,0,0,0,0,0,0,20220403
583,202203,장항선,신창(순천향대),178,0,408,76,1001,258,1778,2824,1712,12188,1851,5244,3418,8169,3624,5041,4933,4761,6102,4104,6964,3450,6176,2221,10203,2984,8036,2549,8595,3758,2700,2583,2054,2735,2010,2626,1144,2361,353,1314,1,329,0,0,0,0,0,0,20220403
584,202203,장항선,쌍용(나사렛대),23,0,1593,213,3425,464,5528,1121,6783,6384,3051,3922,3274,2922,3718,3147,4029,6117,3858,3217,3822,2739,5513,3809,5186,4185,4613,5525,4921,5674,2720,4219,1973,2992,1295,1948,1143,2128,604,1614,14,311,0,0,0,0,0,0,20220403
585,202203,장항선,아산,51,0,560,498,1589,2235,5430,4396,6715,8335,3539,5967,3935,6562,4979,4563,6212,5807,6089,5638,6738,4031,7671,5245,7361,5543,7966,7710,10454,7798,7579,4528,4346,3366,4875,2188,3764,1818,1819,1034,26,272,0,0,0,0,0,0,20220403
586,202203,장항선,온양온천,453,1,1156,348,3620,1673,7615,4074,8061,6121,7071,6333,6297,5322,6905,9267,7436,7885,8439,7584,8156,5414,7106,6587,6842,7564,5583,9709,7587,6802,3062,6336,2077,4263,2071,4273,1419,2815,635,1831,8,765,0,0,0,0,0,0,20220403
587,202203,장항선,탕정,29,0,379,54,671,324,2021,929,1744,1494,1251,628,970,781,1000,836,1087,864,1186,1007,1203,695,1599,799,1742,1514,1674,1798,1421,1638,729,1295,381,1125,285,940,295,734,131,474,13,139,0,0,0,0,0,0,20220403
588,202203,중앙선,구리,763,6,8180,1708,18523,6647,50979,7973,44853,17569,23134,14414,17034,12863,16970,11426,17089,11006,14897,15754,14227,15011,15042,19111,17405,22525,18955,29728,17585,46472,10579,39457,9749,21785,6197,16757,5482,15452,1682,11570,14,650,0,0,0,0,0,0,20220403
589,202203,중앙선,국수,2,0,480,15,854,232,1898,560,1585,2036,1428,1096,1144,1111,932,1134,1380,1059,1238,943,1135,894,2047,1077,1978,1272,1043,1347,567,1548,353,1068,257,1250,172,864,90,618,24,451,0,1,0,0,0,0,0,0,20220403
590,202203,중앙선,덕소,1242,5,2696,713,8896,1746,22427,3087,16295,7269,10776,5270,8456,4092,7529,4221,7670,5593,7652,6708,6754,6249,6416,8029,6504,9800,7344,15008,6506,17358,3558,14991,2496,7942,2267,7977,1737,7534,694,6035,6,1195,0,0,0,0,0,0,20220403
591,202203,중앙선,도농,701,2,7021,1175,18075,5550,48744,7042,32819,12939,20570,7291,14263,6153,12572,6085,12334,7449,11082,8783,9235,9239,9359,12265,13496,14880,14053,21994,12090,32339,5584,29816,3986,16577,3261,12593,2290,10943,773,9351,8,1269,0,0,0,0,0,0,20220403
592,202203,중앙선,도심,7,0,1255,310,4975,800,10941,1420,7538,6082,4547,1499,3151,1667,2690,1454,2946,1679,2769,1754,2323,1361,2385,2893,3230,2008,2984,5296,3024,4709,1189,5247,766,2689,985,2632,611,2208,158,1665,0,0,0,0,0,0,0,0,20220403
593,202203,중앙선,망우,283,0,7163,814,10544,2876,26147,5333,21553,12431,14179,7869,10168,8894,10224,7723,11183,8258,10796,9739,9910,10024,9746,11594,11036,14542,11043,17729,11632,26015,7865,17005,4892,11100,3829,7789,2870,7588,960,5344,12,491,0,0,0,0,0,0,20220403
594,202203,중앙선,상봉(시외버스터미널),506,8,5547,822,7183,1934,18784,3876,21160,6934,11676,4905,7455,4142,6618,4987,7727,5561,6783,6237,6494,6538,6285,8069,6472,9119,7468,12125,8008,19942,5572,17626,3777,9616,3129,7698,2215,7961,1028,5138,19,1190,0,0,0,0,0,0,20220403
595,202203,중앙선,신원,0,0,68,1,217,152,380,544,337,189,367,557,242,730,281,521,371,349,420,358,578,285,785,257,793,262,533,278,662,320,129,178,96,151,26,134,20,90,8,57,0,0,0,0,0,0,0,0,20220403
596,202203,중앙선,아신,3,0,458,31,765,75,1558,346,1301,835,977,826,1087,822,768,781,763,926,939,657,838,709,908,896,1038,902,893,1395,766,903,399,1020,272,871,189,758,137,505,20,487,0,7,0,0,0,0,0,0,20220403
597,202203,중앙선,양수,15,0,643,150,1570,839,5961,1799,3679,2598,3531,3219,2407,3135,2580,2703,2722,3265,3190,3240,3335,2977,4248,2811,4404,3430,4187,4296,2977,3411,1431,3907,1167,2481,809,1977,288,1595,104,1107,0,0,0,0,0,0,0,0,20220403
598,202203,중앙선,양원,38,1,2026,281,3761,1631,11302,6673,8003,5429,4708,1803,3329,2111,3080,2271,3255,1922,3191,2644,3138,2461,4480,3064,5937,4082,4081,4616,3215,8428,1616,6192,1021,4082,816,2781,562,2830,165,1942,1,108,0,0,0,0,0,0,20220403
599,202203,중앙선,양정,62,1,321,74,648,874,1709,1804,1312,2359,809,1270,683,1023,829,783,929,825,993,683,1244,660,1235,727,1676,691,2455,984,2499,1073,754,834,450,481,268,362,162,335,64,264,4,61,0,0,0,0,0,0,20220403
600,202203,중앙선,양평,60,1,1130,75,2825,2118,6461,2847,4817,6476,3756,3343,4345,4106,3943,5296,4505,4983,4991,3917,5320,4874,5188,5351,6875,4528,5856,6617,5181,5378,2654,3628,2339,4192,1848,2276,1305,2092,200,2175,8,157,0,0,0,0,0,0,20220403
601,202203,중앙선,오빈,1,0,220,1,467,182,824,231,831,529,607,354,564,544,425,428,491,441,452,384,434,328,484,435,561,591,561,852,476,579,216,487,133,300,64,457,17,273,7,269,0,11,0,0,0,0,0,0,20220403
602,202203,중앙선,용문,304,0,862,4,1848,580,2833,1998,3648,2534,2462,1779,2711,3278,2483,5399,3428,6467,4831,3369,5325,4115,5796,3707,5306,2832,4523,3803,2676,2881,1358,2341,650,2367,557,1292,259,1061,0,1063,1,324,0,0,0,0,0,0,20220403
603,202203,중앙선,운길산,0,0,147,66,611,345,1655,467,1772,966,916,2078,781,3144,858,2243,968,2605,1526,1401,2248,1617,3101,1093,3025,1062,2464,896,1435,926,648,1321,533,417,226,427,115,440,10,268,0,0,0,0,0,0,0,0,20220403
604,202203,중앙선,원덕,47,0,268,1,601,72,660,312,950,415,751,607,688,975,555,821,551,763,543,394,773,584,862,666,940,582,698,894,558,735,312,525,115,356,59,423,20,220,1,193,1,26,0,0,0,0,0,0,20220403
605,202203,중앙선,중랑,118,2,5481,469,8967,1935,20579,2697,19422,5642,12868,4862,8017,3748,7542,4335,7660,5471,7745,5893,6456,6195,6144,8487,6373,10058,6262,13971,6480,20666,4392,13621,3125,9251,2444,7012,1699,7491,721,4076,9,333,0,0,0,0,0,0,20220403
